symbol,type,file,lineno
TestBountyIntegration+sample_solution_code,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,88
TestBountyIntegration+run_bounty_command,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,104
TestBountyIntegration+run_validate_command,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,119
TestBountyIntegration+test_bounty_assessment_basic,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,129
TestBountyIntegration+test_bounty_solution_generation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,161
TestBountyIntegration+test_bounty_validation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,203
TestBountyIntegration+test_bounty_invalid_data,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,228
TestBountyIntegration+test_bounty_missing_solution_code,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,241
TestBountyIntegration+test_bounty_nonexistent_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,260
TestBountyIntegration+test_bounty_file_as_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,272
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_bounty_integration.py,1
create_test_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,12
get_file_hash,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,34
get_dir_hash,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,40
run_scanner_deterministic,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,52
test_determinism_multiple_runs,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,66
test_determinism_different_output_dirs,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,85
test_determinism_repository_content,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,102
test_determinism_json_canonical_sorting,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,126
test_determinism_no_timestamps,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,149
test_determinism_file_ordering,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,174
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_determinism.py,1
TestPerformance,class,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,20
TestPerformance+test_large_repository_analysis,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,23
TestPerformance+test_concurrent_analyses,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,47
TestPerformance+test_memory_usage_bounds,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,81
TestPerformance+test_scalability_with_workers,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,106
TestPerformance+_create_large_repo_structure,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,136
TestPerformance+_create_test_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,159
TestPerformance+_init_git_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,170
TestPerformance+_git_add_commit,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,177
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_performance.py,1
test_execute_pipeline_basic,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,9
test_execute_pipeline_git_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,30
test_execute_pipeline_empty_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,56
test_execute_pipeline_nested_structure,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,68
test_execute_pipeline_file_sorting,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,90
test_execute_pipeline_subdirectory_start,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,107
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_pipeline.py,1
TestFiveNinesValidation,class,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,24
TestFiveNinesValidation+temp_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,28
TestFiveNinesValidation+test_differential_logic_oracle_backtesting,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,53
TestFiveNinesValidation+test_contextual_grafting_audit,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,70
TestFiveNinesValidation+test_build_lock_integrity_sandbox,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,96
TestFiveNinesValidation+test_reputation_roi_monitor_validation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,123
TestFiveNinesValidation+test_star_loss_trigger_simulation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,145
TestFiveNinesValidation+test_latency_accuracy_validation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,158
TestFiveNinesValidation+test_ethical_transparency_audit,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,169
TestFiveNinesValidation+test_integrity_footer_generation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,195
TestFiveNinesValidation+test_platform_compliance_validation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,206
TestFiveNinesValidation+test_end_to_end_5nines_validation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,223
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_integration_5nines.py,1
test_generate_primary_report_basic,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,8
test_generate_primary_report_fallback,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,40
test_generate_machine_output_basic,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,51
test_generate_machine_output_fallback,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,84
test_machine_output_json_serializable,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,96
test_machine_output_schema_compliance,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,112
test_generate_executive_verdict_pass,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,135
test_generate_executive_verdict_fail,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,168
test_generate_executive_verdict_insufficient_evidence,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,202
test_generate_executive_verdict_word_limit,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,225
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_output_contract.py,1
test_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,15
output_dir,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,34
run_scanner,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,41
test_cli_valid_repository,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,53
test_cli_invalid_repository,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,65
test_cli_file_as_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,74
test_cli_markdown_only,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,89
test_cli_json_only,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,98
test_output_markdown_structure,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,107
test_output_json_schema,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,130
test_determinism,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,160
test_repository_discovery_git_repo,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,186
test_repository_discovery_non_git,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,205
test_scanner_cli_invocation,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,223
test_cli_report_type_comprehensive,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,229
test_cli_report_type_verdict,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,243
test_cli_report_type_both,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,262
test_cli_report_type_default,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,277
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_scanner_cli.py,1
test_discover_repository_root_git,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,12
test_discover_repository_root_non_git,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,37
test_get_canonical_file_list,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,49
test_get_canonical_file_list_empty,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,75
test_get_canonical_file_list_nested,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,84
test_discover_repository_root_invalid_path,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,104
test_get_canonical_file_list_invalid_path,function,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,113
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/test_repository_discovery.py,1
hello,function,/home/dee/workspace/AI/Repo-Scanner/tests/fixtures/minimal_repo/sample.py,4
<module>,module,/home/dee/workspace/AI/Repo-Scanner/tests/fixtures/minimal_repo/sample.py,1
